po_id,supplier_id,product_id,plant_id,order_date,fiscal_year,fiscal_month,scheduled_delivery,actual_delivery,delay_days,quantity_ordered,unit_price_usd,total_value_usd,status,defect_rate_pct,on_time_delivery
PO001392,SUP0059,PRD0022,PLT004,2023-01-24,2023,1,2023-02-01,2023-02-01,0,1737,1004.86,1745441.82,In Transit,2.81,Y
PO001393,SUP0097,PRD0027,PLT003,2023-01-27,2023,1,2023-02-24,2023-02-24,0,3179,1316.25,4184358.75,Delivered,4.1,Y
PO001394,SUP0119,PRD0029,PLT005,2023-11-22,2023,11,2024-01-01,2024-01-01,0,4064,541.83,2201997.12,Cancelled,1.18,Y
PO001395,SUP0004,PRD0027,PLT002,2021-09-09,2021,9,2021-10-17,2021-10-17,0,768,1052.84,808581.12,Partial,5.8,Y
PO001396,SUP0091,PRD0031,PLT007,2024-02-23,2024,2,2024-03-18,2024-03-18,0,2892,608.16,1758798.72,Delivered,5.47,Y
PO001397,SUP0103,PRD0025,PLT002,2024-05-12,2024,5,2024-05-17,2024-05-15,-2,1024,1573.03,1610782.72,Delivered,3.3,Y
PO001398,SUP0037,PRD0035,PLT006,2022-01-22,2022,1,2022-02-15,2022-02-21,6,220,858.9,188958.0,Partial,5.89,N
PO001399,SUP0096,PRD0003,PLT007,2023-05-10,2023,5,2023-05-20,2023-05-18,-2,2364,996.56,2355867.84,Partial,3.3,Y
PO001400,SUP0076,PRD0053,PLT007,2024-05-01,2024,5,2024-05-06,2024-05-06,0,303,728.07,220605.21,Delivered,0.42,Y
PO001401,SUP0096,PRD0023,PLT006,2022-12-23,2022,12,2023-01-02,2023-01-02,0,1476,738.15,1089509.4,Delivered,1.17,Y
PO001402,SUP0104,PRD0060,PLT006,2024-02-28,2024,2,2024-03-07,2024-03-07,0,1503,608.48,914545.44,In Transit,2.33,Y
PO001403,SUP0055,PRD0060,PLT005,2024-11-05,2024,11,2024-12-16,2025-01-05,20,2167,754.47,1634936.49,Delivered,5.99,N
PO001404,SUP0040,PRD0006,PLT003,2022-04-25,2022,4,2022-05-13,2022-05-13,0,1308,1627.39,2128626.12,Delivered,7.51,Y
PO001405,SUP0003,PRD0001,PLT006,2024-12-04,2024,12,2025-01-12,2025-01-12,0,1406,1491.81,2097484.86,In Transit,4.03,Y
PO001406,SUP0086,PRD0049,PLT007,2024-05-15,2024,5,2024-06-20,2024-06-20,0,4108,1576.83,6477617.64,Delayed,6.42,Y
PO001407,SUP0035,PRD0060,PLT007,2024-09-28,2024,9,2024-10-01,2024-10-01,0,4645,1074.51,4991098.95,Delivered,2.89,Y
PO001408,SUP0041,PRD0040,PLT005,2024-01-01,2024,1,2024-01-31,2024-01-31,0,1663,838.44,1394325.72,Delayed,3.0,Y
PO001409,SUP0014,PRD0043,PLT005,2021-02-20,2021,2,2021-03-15,2021-03-15,0,2380,892.05,2123079.0,Delayed,6.54,Y
PO001410,SUP0109,PRD0019,PLT004,2022-02-28,2022,2,2022-04-05,2022-04-05,0,1319,698.91,921862.29,Delayed,6.42,Y
PO001411,SUP0093,PRD0010,PLT008,2022-04-28,2022,4,2022-05-01,2022-05-01,0,4919,1748.64,8601560.16,Cancelled,1.36,Y
PO001412,SUP0023,PRD0057,PLT002,2023-08-13,2023,8,2023-09-14,2023-09-14,0,1711,776.7,1328933.7,Delivered,7.72,Y
PO001413,SUP0070,PRD0012,PLT006,2024-01-20,2024,1,2024-02-11,2024-02-11,0,872,1091.69,951953.68,Delayed,7.96,Y
PO001414,SUP0071,PRD0046,PLT002,2022-09-08,2022,9,2022-09-30,2022-09-30,0,3042,1846.8,5617965.6,In Transit,5.87,Y
PO001415,SUP0067,PRD0050,PLT003,2023-08-09,2023,8,2023-09-03,2023-09-03,0,4737,1909.97,9047527.89,Delivered,7.67,Y
PO001416,SUP0046,PRD0041,PLT001,2024-09-01,2024,9,2024-09-27,2024-10-01,4,421,540.1,227382.1,Delivered,0.36,N
PO001417,SUP0024,PRD0059,PLT008,2023-06-22,2023,6,2023-06-25,2023-06-25,0,3443,1688.99,5815192.57,In Transit,0.99,Y
PO001418,SUP0103,PRD0022,PLT003,2022-11-28,2022,11,2022-12-03,2022-12-01,-2,4029,1283.48,5171140.92,Delivered,1.25,Y
PO001419,SUP0064,PRD0029,PLT002,2022-06-19,2022,6,2022-07-01,2022-07-01,0,4234,1308.81,5541501.54,Delivered,4.0,Y
PO001420,SUP0002,PRD0034,PLT002,2023-06-04,2023,6,2023-07-16,2023-08-01,16,2328,1384.1,3222184.8,Delivered,5.11,N
PO001421,SUP0069,PRD0034,PLT008,2024-06-23,2024,6,2024-08-07,2024-08-25,18,4531,1542.46,6988886.26,Delivered,7.14,N
PO001422,SUP0035,PRD0015,PLT008,2022-01-26,2022,1,2022-01-29,2022-02-03,5,4931,130.8,644974.8,Delivered,1.32,N
PO001423,SUP0079,PRD0016,PLT004,2021-11-24,2021,11,2021-12-17,2022-01-14,28,4919,1819.75,8951350.25,In Transit,0.33,N
PO001424,SUP0066,PRD0008,PLT005,2021-04-21,2021,4,2021-05-24,2021-06-23,30,2972,1032.23,3067787.56,Partial,1.85,N
PO001425,SUP0100,PRD0006,PLT005,2023-07-13,2023,7,2023-07-21,2023-07-21,0,1588,1362.93,2164332.84,Partial,2.81,Y
PO001426,SUP0030,PRD0023,PLT001,2023-03-05,2023,3,2023-04-15,2023-05-13,28,4742,1100.47,5218428.74,Delivered,4.94,N
PO001427,SUP0069,PRD0019,PLT004,2024-10-26,2024,10,2024-12-10,2024-12-10,0,4210,1275.34,5369181.4,Delivered,2.93,Y
PO001428,SUP0065,PRD0019,PLT004,2022-02-26,2022,2,2022-03-07,2022-03-07,0,3725,1866.86,6954053.5,Delayed,4.88,Y
PO001429,SUP0027,PRD0026,PLT005,2022-02-21,2022,2,2022-03-03,2022-03-26,23,3740,705.64,2639093.6,Cancelled,5.81,N
PO001430,SUP0009,PRD0056,PLT003,2024-10-01,2024,10,2024-10-11,2024-10-06,-5,1837,1595.97,2931796.89,Cancelled,7.08,Y
PO001431,SUP0066,PRD0007,PLT008,2024-11-28,2024,11,2024-12-31,2024-12-27,-4,1770,447.56,792181.2,In Transit,5.13,Y
PO001432,SUP0118,PRD0054,PLT002,2021-01-25,2021,1,2021-02-24,2021-02-24,0,4000,753.33,3013320.0,Cancelled,0.96,Y
PO001433,SUP0099,PRD0047,PLT008,2023-02-08,2023,2,2023-03-05,2023-03-05,0,1817,1723.29,3131217.93,Delayed,1.62,Y
PO001434,SUP0013,PRD0030,PLT002,2024-06-21,2024,6,2024-07-14,2024-07-14,0,2672,231.19,617739.68,Cancelled,4.16,Y
PO001435,SUP0056,PRD0021,PLT006,2023-06-28,2023,6,2023-07-29,2023-07-29,0,2418,1044.26,2525020.68,Delayed,7.06,Y
PO001436,SUP0017,PRD0024,PLT008,2024-02-15,2024,2,2024-03-21,2024-04-08,18,4256,1967.16,8372232.96,In Transit,6.33,N
PO001437,SUP0043,PRD0028,PLT007,2021-02-02,2021,2,2021-02-17,2021-02-17,0,3207,1077.93,3456921.51,In Transit,6.04,Y
PO001438,SUP0088,PRD0053,PLT001,2021-06-01,2021,6,2021-06-11,2021-06-11,0,1347,1013.71,1365467.37,Delayed,0.21,Y
PO001439,SUP0018,PRD0049,PLT005,2021-06-26,2021,6,2021-07-15,2021-07-15,0,4336,1575.74,6832408.64,Delayed,0.18,Y
PO001440,SUP0079,PRD0043,PLT001,2022-12-10,2022,12,2023-01-02,2023-01-19,17,4598,353.56,1625668.88,Delivered,5.57,N
PO001441,SUP0057,PRD0046,PLT003,2021-01-28,2021,1,2021-03-04,2021-03-04,0,1647,1903.15,3134488.05,Cancelled,4.17,Y
PO001442,SUP0039,PRD0002,PLT005,2023-09-27,2023,9,2023-11-02,2023-11-05,3,2400,1326.76,3184224.0,Delivered,0.29,N
PO001443,SUP0005,PRD0006,PLT002,2022-05-09,2022,5,2022-06-03,2022-06-03,0,2668,1478.53,3944718.04,Partial,3.24,Y
PO001444,SUP0062,PRD0030,PLT006,2021-09-08,2021,9,2021-10-16,2021-10-11,-5,2883,569.16,1640888.28,Partial,2.24,Y
PO001445,SUP0088,PRD0039,PLT007,2023-12-01,2023,12,2023-12-11,2023-12-11,0,2559,1699.98,4350248.82,Partial,3.57,Y
PO001446,SUP0007,PRD0026,PLT007,2021-11-08,2021,11,2021-12-05,2021-12-05,0,3669,1131.55,4151656.95,Delayed,2.1,Y
PO001447,SUP0068,PRD0018,PLT006,2021-08-22,2021,8,2021-09-01,2021-09-01,0,1225,193.13,236584.25,In Transit,1.48,Y
PO001448,SUP0006,PRD0042,PLT008,2024-11-17,2024,11,2024-11-21,2024-11-21,0,3994,1245.04,4972689.76,In Transit,7.13,Y
PO001449,SUP0087,PRD0001,PLT003,2023-01-12,2023,1,2023-02-13,2023-02-13,0,4215,151.98,640595.7,Cancelled,4.8,Y
PO001450,SUP0003,PRD0036,PLT007,2021-01-01,2021,1,2021-02-09,2021-03-07,26,4053,1531.58,6207493.74,Delivered,0.73,N
PO001451,SUP0118,PRD0023,PLT002,2022-12-19,2022,12,2023-01-18,2023-01-18,0,1344,1040.6,1398566.4,Delivered,1.36,Y
PO001452,SUP0025,PRD0021,PLT002,2023-08-22,2023,8,2023-09-08,2023-09-08,0,1133,307.31,348182.23,Delivered,2.77,Y
PO001453,SUP0021,PRD0046,PLT004,2024-10-17,2024,10,2024-11-13,2024-11-13,0,4757,1714.2,8154449.4,Delivered,6.33,Y
PO001454,SUP0015,PRD0044,PLT003,2022-05-04,2022,5,2022-06-14,2022-06-14,0,2340,929.77,2175661.8,Delivered,6.58,Y
PO001455,SUP0060,PRD0058,PLT003,2023-08-01,2023,8,2023-08-16,2023-08-16,0,1572,1971.58,3099323.76,Delivered,2.06,Y
PO001456,SUP0022,PRD0056,PLT008,2023-09-17,2023,9,2023-10-14,2023-10-14,0,1175,907.12,1065866.0,Delivered,7.93,Y
PO001457,SUP0062,PRD0045,PLT008,2024-05-26,2024,5,2024-07-03,2024-08-02,30,3523,1302.05,4587122.15,In Transit,3.96,N
PO001458,SUP0044,PRD0003,PLT007,2021-11-13,2021,11,2021-12-10,2021-12-10,0,3390,1570.47,5323893.3,Delivered,3.03,Y
PO001459,SUP0083,PRD0013,PLT007,2023-10-18,2023,10,2023-11-04,2023-11-04,0,2449,1802.62,4414616.38,Delivered,5.92,Y
PO001460,SUP0064,PRD0005,PLT007,2023-02-10,2023,2,2023-02-22,2023-02-22,0,4237,1135.57,4811410.09,In Transit,2.3,Y
PO001461,SUP0061,PRD0028,PLT003,2022-07-27,2022,7,2022-09-09,2022-09-09,0,585,240.86,140903.1,In Transit,5.46,Y
PO001462,SUP0103,PRD0005,PLT002,2021-06-23,2021,6,2021-06-28,2021-06-28,0,1146,642.08,735823.68,Partial,6.4,Y
PO001463,SUP0041,PRD0055,PLT002,2023-02-18,2023,2,2023-03-20,2023-03-20,0,4418,1903.9,8411430.2,Delayed,5.5,Y
PO001464,SUP0098,PRD0012,PLT007,2024-02-09,2024,2,2024-03-20,2024-04-04,15,1849,242.2,447827.8,Delayed,1.13,N
PO001465,SUP0055,PRD0060,PLT008,2022-01-20,2022,1,2022-03-02,2022-02-28,-2,3493,1244.32,4346409.76,Delivered,3.22,Y
PO001466,SUP0011,PRD0012,PLT008,2024-07-03,2024,7,2024-07-27,2024-08-10,14,4759,1306.48,6217538.32,Delayed,0.94,N
PO001467,SUP0076,PRD0006,PLT008,2023-05-17,2023,5,2023-05-22,2023-05-17,-5,1807,1886.3,3408544.1,Delivered,1.33,Y
PO001468,SUP0075,PRD0050,PLT001,2023-06-27,2023,6,2023-08-05,2023-08-05,0,4354,232.28,1011347.12,Delivered,1.2,Y
PO001469,SUP0050,PRD0004,PLT007,2021-05-03,2021,5,2021-06-09,2021-06-09,0,3121,1990.17,6211320.57,Partial,2.78,Y
PO001470,SUP0021,PRD0032,PLT005,2021-03-10,2021,3,2021-04-06,2021-04-07,1,1493,1658.49,2476125.57,Delivered,1.22,N
PO001471,SUP0062,PRD0028,PLT002,2021-10-27,2021,10,2021-12-04,2021-12-04,0,185,687.02,127098.7,Cancelled,2.45,Y
PO001472,SUP0082,PRD0026,PLT008,2022-09-06,2022,9,2022-09-30,2022-09-30,0,820,1689.82,1385652.4,Delivered,6.21,Y
PO001473,SUP0101,PRD0010,PLT007,2022-11-17,2022,11,2022-12-29,2022-12-29,0,3882,774.58,3006919.56,Delivered,7.31,Y
PO001474,SUP0059,PRD0021,PLT001,2023-07-02,2023,7,2023-07-10,2023-07-10,0,1453,1075.11,1562134.83,Delayed,7.09,Y
PO001475,SUP0113,PRD0021,PLT001,2024-01-24,2024,1,2024-02-28,2024-02-28,0,3504,490.14,1717450.56,Delivered,3.77,Y
PO001476,SUP0084,PRD0057,PLT001,2022-04-17,2022,4,2022-05-06,2022-05-14,8,3919,20.5,80339.5,Delivered,3.57,N
PO001477,SUP0112,PRD0042,PLT008,2023-09-16,2023,9,2023-10-15,2023-10-15,0,539,178.19,96044.41,In Transit,2.8,Y
PO001478,SUP0097,PRD0004,PLT008,2024-01-23,2024,1,2024-02-20,2024-02-20,0,4742,966.67,4583949.14,Partial,5.95,Y
PO001479,SUP0039,PRD0022,PLT003,2022-06-26,2022,6,2022-08-01,2022-08-01,0,3512,409.52,1438234.24,Delivered,7.94,Y
PO001480,SUP0097,PRD0029,PLT002,2022-02-07,2022,2,2022-03-07,2022-03-07,0,3445,1351.54,4656055.3,Delivered,0.5,Y
PO001481,SUP0098,PRD0033,PLT005,2022-02-15,2022,2,2022-03-27,2022-04-02,6,318,226.59,72055.62,Delivered,3.36,N
PO001482,SUP0002,PRD0055,PLT002,2024-03-12,2024,3,2024-04-23,2024-04-23,0,1232,445.91,549361.12,In Transit,2.34,Y
PO001483,SUP0080,PRD0040,PLT001,2022-01-19,2022,1,2022-02-08,2022-02-09,1,4056,1218.52,4942317.12,In Transit,6.27,N
PO001484,SUP0058,PRD0029,PLT008,2022-07-03,2022,7,2022-07-31,2022-07-31,0,882,1389.36,1225415.52,In Transit,2.52,Y
PO001485,SUP0104,PRD0004,PLT001,2022-12-01,2022,12,2022-12-09,2022-12-09,0,1009,25.08,25305.72,Delivered,1.82,Y
PO001486,SUP0004,PRD0046,PLT008,2023-03-04,2023,3,2023-04-11,2023-04-20,9,4368,1517.62,6628964.16,Delayed,2.17,N
PO001487,SUP0115,PRD0059,PLT004,2022-02-19,2022,2,2022-03-02,2022-03-02,0,2524,516.8,1304403.2,Cancelled,6.06,Y
PO001488,SUP0053,PRD0024,PLT005,2021-07-04,2021,7,2021-08-03,2021-08-03,0,3352,710.54,2381730.08,In Transit,0.95,Y
PO001489,SUP0001,PRD0016,PLT008,2022-01-25,2022,1,2022-02-05,2022-03-06,29,2614,442.1,1155649.4,Cancelled,5.39,N
PO001490,SUP0045,PRD0044,PLT006,2023-07-14,2023,7,2023-07-31,2023-08-21,21,192,27.12,5207.04,Delayed,0.53,N
PO001491,SUP0084,PRD0054,PLT002,2021-10-02,2021,10,2021-10-21,2021-11-10,20,1260,640.8,807408.0,Partial,3.45,N
PO001492,SUP0062,PRD0050,PLT001,2022-04-13,2022,4,2022-05-21,2022-05-21,0,1295,814.87,1055256.65,Delivered,2.94,Y
PO001493,SUP0097,PRD0012,PLT003,2022-07-23,2022,7,2022-08-20,2022-08-20,0,1327,541.19,718159.13,Delivered,5.39,Y
PO001494,SUP0046,PRD0018,PLT004,2022-10-14,2022,10,2022-11-09,2022-11-09,0,2201,994.3,2188454.3,Delivered,4.96,Y
PO001495,SUP0087,PRD0038,PLT001,2022-09-20,2022,9,2022-10-22,2022-10-22,0,1538,1642.76,2526564.88,Delivered,1.52,Y
PO001496,SUP0101,PRD0002,PLT002,2022-06-27,2022,6,2022-08-08,2022-08-08,0,3870,1506.56,5830387.2,Partial,1.68,Y
PO001497,SUP0050,PRD0003,PLT003,2023-03-04,2023,3,2023-04-10,2023-04-10,0,1547,50.63,78324.61,In Transit,7.3,Y
PO001498,SUP0099,PRD0006,PLT006,2024-01-05,2024,1,2024-01-30,2024-02-24,25,385,508.02,195587.7,In Transit,2.81,N
PO001499,SUP0116,PRD0007,PLT008,2022-05-01,2022,5,2022-05-05,2022-05-05,0,2813,769.55,2164744.15,Delivered,6.9,Y
PO001500,SUP0105,PRD0022,PLT006,2024-10-14,2024,10,2024-11-24,2024-11-24,0,3355,284.83,955604.65,Cancelled,5.97,Y
PO001501,SUP0084,PRD0001,PLT008,2022-01-05,2022,1,2022-01-24,2022-01-24,0,3652,668.51,2441398.52,Delivered,0.74,Y
PO001502,SUP0081,PRD0057,PLT005,2023-08-18,2023,8,2023-09-25,2023-09-25,0,4481,1354.73,6070545.13,Delivered,5.94,Y
PO001503,SUP0027,PRD0012,PLT007,2021-12-21,2021,12,2021-12-31,2021-12-31,0,3517,1622.79,5707352.43,Delivered,7.52,Y
PO001504,SUP0084,PRD0049,PLT005,2023-12-19,2023,12,2024-01-07,2024-01-07,0,2113,606.44,1281407.72,Delivered,1.59,Y
PO001505,SUP0067,PRD0017,PLT008,2021-08-03,2021,8,2021-08-28,2021-09-15,18,1259,1308.77,1647741.43,Delayed,5.89,N
PO001506,SUP0107,PRD0001,PLT008,2021-04-01,2021,4,2021-05-15,2021-05-15,0,1334,327.25,436551.5,Delivered,6.31,Y
PO001507,SUP0116,PRD0020,PLT004,2024-01-23,2024,1,2024-01-27,2024-01-27,0,1216,498.36,606005.76,Partial,0.77,Y
PO001508,SUP0103,PRD0029,PLT005,2021-11-13,2021,11,2021-11-18,2021-11-18,0,985,159.29,156900.65,Delivered,5.18,Y
PO001509,SUP0047,PRD0028,PLT007,2022-07-23,2022,7,2022-08-12,2022-08-12,0,837,251.27,210312.99,Delivered,0.73,Y
PO001510,SUP0080,PRD0024,PLT008,2024-01-26,2024,1,2024-02-15,2024-02-23,8,1198,461.33,552673.34,Delivered,6.78,N
PO001511,SUP0050,PRD0036,PLT001,2023-07-27,2023,7,2023-09-02,2023-09-02,0,3966,653.25,2590789.5,Delivered,0.98,Y
PO001512,SUP0008,PRD0011,PLT004,2021-04-08,2021,4,2021-04-19,2021-04-19,0,225,297.16,66861.0,Delayed,1.3,Y
PO001513,SUP0108,PRD0054,PLT006,2022-01-26,2022,1,2022-02-05,2022-02-08,3,3991,648.05,2586367.55,Delivered,0.07,N
PO001514,SUP0033,PRD0003,PLT007,2024-04-27,2024,4,2024-06-08,2024-06-08,0,2913,1321.86,3850578.18,In Transit,3.12,Y
PO001515,SUP0042,PRD0029,PLT001,2022-10-05,2022,10,2022-11-10,2022-11-21,11,1577,715.19,1127854.63,Delivered,0.3,N
PO001516,SUP0076,PRD0009,PLT005,2021-10-14,2021,10,2021-10-19,2021-10-19,0,3712,1894.31,7031678.72,Delivered,2.47,Y
PO001517,SUP0084,PRD0047,PLT002,2022-05-26,2022,5,2022-06-14,2022-06-27,13,2806,1539.86,4320847.16,Delivered,5.6,N
PO001518,SUP0116,PRD0045,PLT002,2024-12-17,2024,12,2024-12-21,2024-12-21,0,977,1002.42,979364.34,Delivered,1.36,Y
PO001519,SUP0102,PRD0046,PLT008,2021-09-01,2021,9,2021-09-22,2021-09-23,1,1367,1019.53,1393697.51,Delayed,5.58,N
PO001520,SUP0115,PRD0052,PLT006,2024-01-05,2024,1,2024-01-16,2024-01-16,0,1960,32.18,63072.8,Delivered,5.43,Y
PO001521,SUP0035,PRD0055,PLT008,2024-08-16,2024,8,2024-08-19,2024-08-19,0,4731,402.49,1904180.19,Cancelled,7.8,Y
PO001522,SUP0053,PRD0049,PLT002,2024-05-03,2024,5,2024-06-02,2024-06-04,2,3235,80.32,259835.2,Delivered,4.13,N
PO001523,SUP0072,PRD0007,PLT004,2023-08-24,2023,8,2023-09-18,2023-09-18,0,950,828.77,787331.5,Cancelled,7.53,Y
PO001524,SUP0055,PRD0034,PLT003,2023-12-28,2023,12,2024-02-07,2024-02-07,0,3157,62.27,196586.39,Cancelled,4.05,Y
PO001525,SUP0086,PRD0011,PLT008,2022-06-18,2022,6,2022-07-24,2022-08-10,17,3357,80.31,269600.67,Delivered,7.71,N
PO001526,SUP0108,PRD0005,PLT008,2024-10-09,2024,10,2024-10-19,2024-10-19,0,4992,1598.21,7978264.32,Partial,2.86,Y
PO001527,SUP0102,PRD0059,PLT007,2024-04-03,2024,4,2024-04-24,2024-04-24,0,4866,61.69,300183.54,Delayed,4.75,Y
PO001528,SUP0027,PRD0009,PLT001,2024-10-09,2024,10,2024-10-19,2024-10-19,0,4600,948.72,4364112.0,Partial,6.75,Y
PO001529,SUP0046,PRD0060,PLT008,2022-11-26,2022,11,2022-12-22,2022-12-22,0,403,1692.57,682105.71,In Transit,2.04,Y
PO001530,SUP0025,PRD0048,PLT003,2023-04-06,2023,4,2023-04-23,2023-04-18,-5,3544,52.07,184536.08,Delivered,2.39,Y
PO001531,SUP0079,PRD0028,PLT003,2024-08-22,2024,8,2024-09-14,2024-09-14,0,1723,846.92,1459243.16,Cancelled,4.14,Y
PO001532,SUP0034,PRD0015,PLT006,2021-10-09,2021,10,2021-10-26,2021-10-26,0,2954,497.45,1469467.3,Delivered,3.95,Y
PO001533,SUP0029,PRD0037,PLT007,2024-06-27,2024,6,2024-07-09,2024-07-09,0,1125,1561.7,1756912.5,Partial,2.4,Y
PO001534,SUP0103,PRD0059,PLT004,2022-07-22,2022,7,2022-07-27,2022-08-19,23,1813,808.41,1465647.33,Delivered,1.28,N
PO001535,SUP0045,PRD0018,PLT007,2022-10-28,2022,10,2022-11-14,2022-11-14,0,3842,533.9,2051243.8,Delivered,3.64,Y
PO001536,SUP0057,PRD0025,PLT002,2021-04-13,2021,4,2021-05-18,2021-05-29,11,4993,832.99,4159119.07,Delivered,6.96,N
PO001537,SUP0095,PRD0044,PLT007,2022-12-28,2022,12,2023-02-07,2023-02-11,4,4448,1262.11,5613865.28,Delivered,4.55,N
PO001538,SUP0087,PRD0019,PLT003,2021-01-04,2021,1,2021-02-05,2021-02-05,0,1805,970.78,1752257.9,Delivered,2.23,Y
PO001539,SUP0027,PRD0010,PLT008,2024-11-19,2024,11,2024-11-29,2024-11-29,0,1845,303.27,559533.15,In Transit,4.7,Y
PO001540,SUP0036,PRD0028,PLT004,2021-06-28,2021,6,2021-07-28,2021-07-30,2,1766,1938.82,3423956.12,Delayed,4.94,N
PO001541,SUP0118,PRD0051,PLT006,2021-05-03,2021,5,2021-06-02,2021-06-02,0,3889,1937.43,7534665.27,Delayed,0.15,Y
PO001542,SUP0034,PRD0051,PLT004,2021-04-28,2021,4,2021-05-15,2021-06-02,18,4566,758.81,3464726.46,Delivered,1.1,N
PO001543,SUP0106,PRD0048,PLT005,2021-03-25,2021,3,2021-04-16,2021-04-12,-4,515,619.51,319047.65,Delivered,6.14,Y
PO001544,SUP0092,PRD0006,PLT008,2023-05-04,2023,5,2023-05-25,2023-05-25,0,1612,297.64,479795.68,Cancelled,1.53,Y
PO001545,SUP0008,PRD0060,PLT007,2021-01-27,2021,1,2021-02-07,2021-02-07,0,4867,1243.46,6051919.82,Delivered,3.58,Y
PO001546,SUP0106,PRD0022,PLT008,2022-01-27,2022,1,2022-02-18,2022-02-18,0,4724,1652.7,7807354.8,Delivered,7.45,Y
PO001547,SUP0067,PRD0058,PLT007,2024-05-24,2024,5,2024-06-18,2024-06-28,10,3759,1137.8,4276990.2,Cancelled,5.77,N
PO001548,SUP0075,PRD0026,PLT005,2021-03-23,2021,3,2021-05-01,2021-05-04,3,4043,1470.32,5944503.76,Cancelled,3.08,N
PO001549,SUP0035,PRD0008,PLT006,2023-07-05,2023,7,2023-07-08,2023-07-08,0,4992,455.36,2273157.12,Delayed,3.95,Y
PO001550,SUP0002,PRD0058,PLT004,2021-03-26,2021,3,2021-05-07,2021-05-07,0,3493,796.73,2782977.89,In Transit,6.17,Y
PO001551,SUP0071,PRD0025,PLT003,2021-07-07,2021,7,2021-07-29,2021-07-29,0,2031,1508.04,3062829.24,In Transit,7.95,Y
PO001552,SUP0091,PRD0037,PLT006,2022-01-01,2022,1,2022-01-25,2022-01-28,3,200,123.07,24614.0,Delayed,3.44,N
PO001553,SUP0111,PRD0012,PLT005,2024-06-06,2024,6,2024-07-17,2024-07-31,14,4593,1129.89,5189584.77,Cancelled,5.71,N
PO001554,SUP0080,PRD0044,PLT004,2021-02-12,2021,2,2021-03-04,2021-03-04,0,4695,1274.71,5984763.45,Partial,4.41,Y
PO001555,SUP0016,PRD0051,PLT002,2022-02-10,2022,2,2022-02-25,2022-02-25,0,1282,1452.2,1861720.4,Delivered,2.51,Y
PO001556,SUP0112,PRD0010,PLT001,2023-08-17,2023,8,2023-09-15,2023-10-08,23,116,1214.9,140928.4,Partial,0.97,N
PO001557,SUP0107,PRD0052,PLT007,2023-07-07,2023,7,2023-08-20,2023-08-20,0,1607,1605.62,2580231.34,In Transit,2.62,Y
PO001558,SUP0092,PRD0046,PLT002,2021-07-05,2021,7,2021-07-26,2021-07-26,0,610,794.27,484504.7,Cancelled,0.56,Y
PO001559,SUP0074,PRD0036,PLT003,2023-09-20,2023,9,2023-10-01,2023-10-01,0,946,673.86,637471.56,Delivered,6.53,Y
PO001560,SUP0108,PRD0038,PLT002,2021-08-12,2021,8,2021-08-22,2021-08-22,0,3328,872.17,2902581.76,Partial,6.45,Y
PO001561,SUP0008,PRD0014,PLT007,2022-08-13,2022,8,2022-08-24,2022-08-24,0,4025,781.8,3146745.0,Delivered,3.93,Y
PO001562,SUP0025,PRD0046,PLT003,2021-05-02,2021,5,2021-05-19,2021-05-19,0,4866,573.93,2792743.38,Delayed,7.45,Y
PO001563,SUP0042,PRD0050,PLT005,2023-05-15,2023,5,2023-06-20,2023-06-20,0,430,893.73,384303.9,Delivered,2.15,Y
PO001564,SUP0070,PRD0033,PLT001,2023-05-13,2023,5,2023-06-04,2023-06-04,0,4748,305.44,1450229.12,Partial,6.57,Y
PO001565,SUP0057,PRD0036,PLT007,2021-04-05,2021,4,2021-05-10,2021-05-10,0,4864,1568.73,7630302.72,Partial,5.77,Y
PO001566,SUP0045,PRD0041,PLT002,2023-05-18,2023,5,2023-06-04,2023-06-04,0,652,718.33,468351.16,Delivered,6.91,Y
PO001567,SUP0072,PRD0003,PLT007,2021-02-11,2021,2,2021-03-08,2021-03-08,0,1706,1556.55,2655474.3,Delivered,5.8,Y
PO001568,SUP0005,PRD0040,PLT007,2023-12-20,2023,12,2024-01-14,2024-01-13,-1,105,743.95,78114.75,Delayed,0.65,Y
PO001569,SUP0097,PRD0010,PLT007,2022-08-20,2022,8,2022-09-17,2022-10-15,28,2207,936.26,2066325.82,Delivered,7.72,N
PO001570,SUP0003,PRD0022,PLT005,2022-04-21,2022,4,2022-05-30,2022-05-30,0,1613,885.82,1428827.66,Delivered,1.71,Y
PO001571,SUP0088,PRD0007,PLT001,2023-05-05,2023,5,2023-05-15,2023-06-02,18,2059,1823.71,3755018.89,Cancelled,7.76,N
PO001572,SUP0021,PRD0017,PLT005,2021-08-07,2021,8,2021-09-03,2021-09-03,0,1558,1770.96,2759155.68,Cancelled,7.08,Y
PO001573,SUP0083,PRD0024,PLT007,2023-01-19,2023,1,2023-02-05,2023-02-05,0,1066,1768.66,1885391.56,Delivered,2.65,Y
PO001574,SUP0072,PRD0057,PLT007,2022-05-17,2022,5,2022-06-11,2022-06-11,0,2618,688.84,1803383.12,Delivered,1.35,Y
PO001575,SUP0038,PRD0008,PLT003,2022-04-28,2022,4,2022-05-07,2022-06-04,28,1198,1927.86,2309576.28,In Transit,4.39,N
PO001576,SUP0035,PRD0021,PLT008,2024-11-26,2024,11,2024-11-29,2024-11-26,-3,112,241.76,27077.12,In Transit,0.96,Y
